[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,76,2021-07-29 17:55:43,00:00:10,00:00:10,0.5um,5284495,2.5um,1248022,5.0um,478868,/m3,
,,,,77,2021-07-29 17:55:53,00:00:10,00:00:10,0.5um,5324754,2.5um,1326421,5.0um,519126,/m3,
,,,,78,2021-07-29 17:56:03,00:00:10,00:00:10,0.5um,5059894,2.5um,1286162,5.0um,459798,/m3,
,,,,79,2021-07-29 17:56:13,00:00:10,00:00:10,0.5um,4460250,2.5um,1004351,5.0um,362329,/m3,
,,,,80,2021-07-29 17:56:23,00:00:10,00:00:10,0.5um,4441180,2.5um,1131484,5.0um,413182,/m3,
,,,,81,2021-07-29 17:56:33,00:00:10,00:00:10,0.5um,3610577,2.5um,790344,5.0um,309357,/m3,
,,,,82,2021-07-29 17:56:43,00:00:10,00:00:10,0.5um,3633885,2.5um,843316,5.0um,290287,/m3,
,,,,83,2021-07-29 17:56:53,00:00:10,00:00:10,0.5um,3483444,2.5um,735253,5.0um,247909,/m3,
,,,,84,2021-07-29 17:57:03,00:00:10,00:00:10,0.5um,3227060,2.5um,754323,5.0um,298763,/m3,
,,,,85,2021-07-29 17:57:13,00:00:10,00:00:10,0.5um,3220703,2.5um,726777,5.0um,262742,/m3,
,,,,86,2021-07-29 17:57:23,00:00:10,00:00:10,0.5um,3104164,2.5um,667448,5.0um,260623,/m3,
,,,,87,2021-07-29 17:57:33,00:00:10,00:00:10,0.5um,2985507,2.5um,661092,5.0um,218245,/m3,
,,,,88,2021-07-29 17:57:43,00:00:10,00:00:10,0.5um,2962199,2.5um,652616,5.0um,220364,/m3,
,,,,89,2021-07-29 17:57:53,00:00:10,00:00:10,0.5um,2618940,2.5um,595406,5.0um,182224,/m3,
,,,,90,2021-07-29 17:58:03,00:00:10,00:00:10,0.5um,2426122,2.5um,544553,5.0um,186462,/m3,
,,,,91,2021-07-29 17:58:13,00:00:10,00:00:10,0.5um,2121002,2.5um,404707,5.0um,122895,/m3,
,,,,92,2021-07-29 17:58:23,00:00:10,00:00:10,0.5um,2445192,2.5um,533959,5.0um,177986,/m3,
,,,,93,2021-07-29 17:58:33,00:00:10,00:00:10,0.5um,2188807,2.5um,387756,5.0um,114420,/m3,
,,,,94,2021-07-29 17:58:43,00:00:10,00:00:10,0.5um,1864617,2.5um,377161,5.0um,135609,/m3,
,,,,95,2021-07-29 17:58:53,00:00:10,00:00:10,0.5um,1805289,2.5um,341140,5.0um,114420,/m3,
,,,,96,2021-07-29 17:59:03,00:00:10,00:00:10,0.5um,1898520,2.5um,402588,5.0um,97469,/m3,
,,,,97,2021-07-29 17:59:13,00:00:10,00:00:10,0.5um,1945135,2.5um,523364,5.0um,156797,/m3,
,,,,98,2021-07-29 17:59:23,00:00:10,00:00:10,0.5um,5820573,2.5um,2364674,5.0um,923833,/m3,
,,,,99,2021-07-29 17:59:33,00:00:10,00:00:10,0.5um,6666007,2.5um,2735479,5.0um,1048847,/m3,
,,,,100,2021-07-29 17:59:43,00:00:10,00:00:10,0.5um,5653181,2.5um,2279919,5.0um,902644,/m3,
,,,,101,2021-07-29 17:59:53,00:00:10,00:00:10,0.5um,5062013,2.5um,2048960,5.0um,834840,/m3,
,,,,102,2021-07-29 18:00:03,00:00:10,00:00:10,0.5um,3695333,2.5um,1275568,5.0um,504294,/m3,
,,,,103,2021-07-29 18:00:13,00:00:10,00:00:10,0.5um,3949599,2.5um,1421771,5.0um,559385,/m3,
,,,,104,2021-07-29 18:00:23,00:00:10,00:00:10,0.5um,4163606,2.5um,1502288,5.0um,629308,/m3,
,,,,105,2021-07-29 18:00:33,00:00:10,00:00:10,0.5um,3686857,2.5um,1322183,5.0um,485224,/m3,
,,,,106,2021-07-29 18:00:43,00:00:10,00:00:10,0.5um,3659312,2.5um,1269211,5.0um,459798,/m3,
,,,,107,2021-07-29 18:00:53,00:00:10,00:00:10,0.5um,3460137,2.5um,1205645,5.0um,512770,/m3,
,,,,108,2021-07-29 18:01:03,00:00:10,00:00:10,0.5um,3157136,2.5um,1029777,5.0um,351735,/m3,
,,,,109,2021-07-29 18:01:13,00:00:10,00:00:10,0.5um,3324528,2.5um,1101819,5.0um,421658,/m3,
,,,,110,2021-07-29 18:01:23,00:00:10,00:00:10,0.5um,3030003,2.5um,1006470,5.0um,360210,/m3,
,,,,111,2021-07-29 18:01:33,00:00:10,00:00:10,0.5um,2877444,2.5um,892050,5.0um,311476,/m3,
,,,,112,2021-07-29 18:01:43,00:00:10,00:00:10,0.5um,2606227,2.5um,800938,5.0um,235196,/m3,
,,,,113,2021-07-29 18:01:53,00:00:10,00:00:10,0.5um,2629534,2.5um,841197,5.0um,271217,/m3,
,,,,114,2021-07-29 18:02:03,00:00:10,00:00:10,0.5um,2288394,2.5um,707707,5.0um,209769,/m3,
,,,,115,2021-07-29 18:02:13,00:00:10,00:00:10,0.5um,2246016,2.5um,673805,5.0um,256385,/m3,
,,,,AVG,,,,,4254405,,1041238,,396434,/m3
,,,,MAX,,,,,11759803,,2786332,,1188694,/m3
,,,,MIN,,,,,601763,,78399,,10594,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
