[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,85,2021-07-27 17:35:46,00:00:10,00:00:10,0.5um,7723330,2.5um,148322,5.0um,16951,/m3,
,,,,86,2021-07-27 17:35:56,00:00:10,00:00:10,0.5um,7513561,2.5um,161035,5.0um,21189,/m3,
,,,,87,2021-07-27 17:36:06,00:00:10,00:00:10,0.5um,7644932,2.5um,214007,5.0um,50853,/m3,
,,,,88,2021-07-27 17:36:16,00:00:10,00:00:10,0.5um,6348175,2.5um,156797,5.0um,16951,/m3,
,,,,89,2021-07-27 17:36:26,00:00:10,00:00:10,0.5um,7649169,2.5um,201294,5.0um,31783,/m3,
,,,,90,2021-07-27 17:36:36,00:00:10,00:00:10,0.5um,7759351,2.5um,171630,5.0um,19070,/m3,
,,,,91,2021-07-27 17:36:46,00:00:10,00:00:10,0.5um,7755114,2.5um,158916,5.0um,27545,/m3,
,,,,92,2021-07-27 17:36:56,00:00:10,00:00:10,0.5um,7956408,2.5um,197056,5.0um,33902,/m3,
,,,,93,2021-07-27 17:37:06,00:00:10,00:00:10,0.5um,7721211,2.5um,199175,5.0um,23308,/m3,
,,,,94,2021-07-27 17:37:16,00:00:10,00:00:10,0.5um,8108967,2.5um,211888,5.0um,48734,/m3,
,,,,95,2021-07-27 17:37:26,00:00:10,00:00:10,0.5um,7752995,2.5um,542434,5.0um,139846,/m3,
,,,,96,2021-07-27 17:37:36,00:00:10,00:00:10,0.5um,7786897,2.5um,597525,5.0um,169511,/m3,
,,,,97,2021-07-27 17:37:46,00:00:10,00:00:10,0.5um,8602667,2.5um,989519,5.0um,281812,/m3,
,,,,98,2021-07-27 17:37:56,00:00:10,00:00:10,0.5um,8208555,2.5um,792462,5.0um,209769,/m3,
,,,,99,2021-07-27 17:38:06,00:00:10,00:00:10,0.5um,7498729,2.5um,489462,5.0um,118657,/m3,
,,,,100,2021-07-27 17:38:16,00:00:10,00:00:10,0.5um,7988191,2.5um,504294,5.0um,120776,/m3,
,,,,101,2021-07-27 17:38:26,00:00:10,00:00:10,0.5um,8861171,2.5um,870861,5.0um,252147,/m3,
,,,,102,2021-07-27 17:38:36,00:00:10,00:00:10,0.5um,8562408,2.5um,826365,5.0um,203413,/m3,
,,,,103,2021-07-27 17:38:46,00:00:10,00:00:10,0.5um,7996666,2.5um,692875,5.0um,192818,/m3,
,,,,104,2021-07-27 17:38:56,00:00:10,00:00:10,0.5um,8390779,2.5um,705588,5.0um,173748,/m3,
,,,,105,2021-07-27 17:39:06,00:00:10,00:00:10,0.5um,10102836,2.5um,1504407,5.0um,495819,/m3,
,,,,106,2021-07-27 17:39:16,00:00:10,00:00:10,0.5um,9534976,2.5um,1264973,5.0um,389875,/m3,
,,,,107,2021-07-27 17:39:26,00:00:10,00:00:10,0.5um,11554272,2.5um,2479094,5.0um,911120,/m3,
,,,,108,2021-07-27 17:39:36,00:00:10,00:00:10,0.5um,15614052,2.5um,4682733,5.0um,1610351,/m3,
,,,,109,2021-07-27 17:39:46,00:00:10,00:00:10,0.5um,11361453,2.5um,2140072,5.0um,642022,/m3,
,,,,110,2021-07-27 17:39:56,00:00:10,00:00:10,0.5um,11793706,2.5um,2036247,5.0um,576336,/m3,
,,,,111,2021-07-27 17:40:06,00:00:10,00:00:10,0.5um,10571110,2.5um,1565855,5.0um,442847,/m3,
,,,,112,2021-07-27 17:40:16,00:00:10,00:00:10,0.5um,10808425,2.5um,1464148,5.0um,428014,/m3,
,,,,113,2021-07-27 17:40:26,00:00:10,00:00:10,0.5um,10770285,2.5um,1538309,5.0um,411063,/m3,
,,,,114,2021-07-27 17:40:36,00:00:10,00:00:10,0.5um,10518138,2.5um,1379393,5.0um,341140,/m3,
,,,,115,2021-07-27 17:40:46,00:00:10,00:00:10,0.5um,10325319,2.5um,1445079,5.0um,415301,/m3,
,,,,116,2021-07-27 17:40:56,00:00:10,00:00:10,0.5um,9748983,2.5um,1199288,5.0um,315714,/m3,
,,,,117,2021-07-27 17:41:06,00:00:10,00:00:10,0.5um,10088004,2.5um,1180218,5.0um,269098,/m3,
,,,,118,2021-07-27 17:41:16,00:00:10,00:00:10,0.5um,9664228,2.5um,1010707,5.0um,245790,/m3,
,,,,119,2021-07-27 17:41:26,00:00:10,00:00:10,0.5um,10641033,2.5um,1317946,5.0um,283930,/m3,
,,,,120,2021-07-27 17:41:36,00:00:10,00:00:10,0.5um,10225732,2.5um,1239547,5.0um,381399,/m3,
,,,,121,2021-07-27 17:41:46,00:00:10,00:00:10,0.5um,10039270,2.5um,1137840,5.0um,237315,/m3,
,,,,122,2021-07-27 17:41:56,00:00:10,00:00:10,0.5um,10259634,2.5um,1235309,5.0um,347497,/m3,
,,,,123,2021-07-27 17:42:06,00:00:10,00:00:10,0.5um,10744858,2.5um,1343372,5.0um,366567,/m3,
,,,,124,2021-07-27 17:42:16,00:00:10,00:00:10,0.5um,10357102,2.5um,1273449,5.0um,343259,/m3,
,,,,125,2021-07-27 17:42:26,00:00:10,00:00:10,0.5um,10253277,2.5um,1165386,5.0um,275455,/m3,
,,,,126,2021-07-27 17:42:36,00:00:10,00:00:10,0.5um,9776528,2.5um,1014945,5.0um,277574,/m3,
,,,,127,2021-07-27 17:42:46,00:00:10,00:00:10,0.5um,9655752,2.5um,1139959,5.0um,358091,/m3,
,,,,128,2021-07-27 17:42:56,00:00:10,00:00:10,0.5um,9659990,2.5um,983162,5.0um,281812,/m3,
,,,,129,2021-07-27 17:43:06,00:00:10,00:00:10,0.5um,9494717,2.5um,1106057,5.0um,298763,/m3,
,,,,130,2021-07-27 17:43:16,00:00:10,00:00:10,0.5um,9647277,2.5um,1258617,5.0um,343259,/m3,
,,,,131,2021-07-27 17:43:26,00:00:10,00:00:10,0.5um,9416318,2.5um,1186575,5.0um,317833,/m3,
,,,,132,2021-07-27 17:43:36,00:00:10,00:00:10,0.5um,10528732,2.5um,1239547,5.0um,298763,/m3,
,,,,133,2021-07-27 17:43:46,00:00:10,00:00:10,0.5um,9323087,2.5um,1031896,5.0um,260623,/m3,
,,,,134,2021-07-27 17:43:56,00:00:10,00:00:10,0.5um,9645158,2.5um,1099701,5.0um,322070,/m3,
,,,,135,2021-07-27 17:44:06,00:00:10,00:00:10,0.5um,9545570,2.5um,1080631,5.0um,252147,/m3,
,,,,136,2021-07-27 17:44:16,00:00:10,00:00:10,0.5um,9914256,2.5um,1142078,5.0um,319951,/m3,
,,,,137,2021-07-27 17:44:26,00:00:10,00:00:10,0.5um,9329444,2.5um,947141,5.0um,209769,/m3,
,,,,138,2021-07-27 17:44:36,00:00:10,00:00:10,0.5um,9511668,2.5um,1021302,5.0um,216126,/m3,
,,,,139,2021-07-27 17:44:46,00:00:10,00:00:10,0.5um,9912137,2.5um,1093344,5.0um,256385,/m3,
,,,,140,2021-07-27 17:44:56,00:00:10,00:00:10,0.5um,9962990,2.5um,1135722,5.0um,311476,/m3,
,,,,141,2021-07-27 17:45:06,00:00:10,00:00:10,0.5um,9462934,2.5um,930190,5.0um,235196,/m3,
,,,,142,2021-07-27 17:45:16,00:00:10,00:00:10,0.5um,9590067,2.5um,932309,5.0um,235196,/m3,
,,,,143,2021-07-27 17:45:26,00:00:10,00:00:10,0.5um,9967228,2.5um,870861,5.0um,226721,/m3,
,,,,144,2021-07-27 17:45:36,00:00:10,00:00:10,0.5um,10460928,2.5um,959854,5.0um,252147,/m3,
,,,,145,2021-07-27 17:45:46,00:00:10,00:00:10,0.5um,10325319,2.5um,949260,5.0um,199175,/m3,
,,,,146,2021-07-27 17:45:56,00:00:10,00:00:10,0.5um,10244802,2.5um,925952,5.0um,247909,/m3,
,,,,147,2021-07-27 17:46:06,00:00:10,00:00:10,0.5um,10568991,2.5um,915358,5.0um,203413,/m3,
,,,,148,2021-07-27 17:46:16,00:00:10,00:00:10,0.5um,10763928,2.5um,957735,5.0um,235196,/m3,
,,,,149,2021-07-27 17:46:26,00:00:10,00:00:10,0.5um,10609250,2.5um,856029,5.0um,192818,/m3,
,,,,150,2021-07-27 17:46:36,00:00:10,00:00:10,0.5um,10249039,2.5um,834840,5.0um,192818,/m3,
,,,,151,2021-07-27 17:46:46,00:00:10,00:00:10,0.5um,10104955,2.5um,860267,5.0um,205532,/m3,
,,,,152,2021-07-27 17:46:56,00:00:10,00:00:10,0.5um,10297774,2.5um,928071,5.0um,224602,/m3,
,,,,153,2021-07-27 17:47:06,00:00:10,00:00:10,0.5um,10126144,2.5um,752204,5.0um,180105,/m3,
,,,,154,2021-07-27 17:47:16,00:00:10,00:00:10,0.5um,10183354,2.5um,771274,5.0um,182224,/m3,
,,,,155,2021-07-27 17:47:26,00:00:10,00:00:10,0.5um,10494830,2.5um,737371,5.0um,127133,/m3,
,,,,156,2021-07-27 17:47:36,00:00:10,00:00:10,0.5um,9490479,2.5um,654735,5.0um,116539,/m3,
,,,,157,2021-07-27 17:47:46,00:00:10,00:00:10,0.5um,10545683,2.5um,1055204,5.0um,271217,/m3,
,,,,158,2021-07-27 17:47:56,00:00:10,00:00:10,0.5um,10628320,2.5um,834840,5.0um,190700,/m3,
,,,,159,2021-07-27 17:48:06,00:00:10,00:00:10,0.5um,9871878,2.5um,750085,5.0um,186462,/m3,
,,,,160,2021-07-27 17:48:16,00:00:10,00:00:10,0.5um,9882473,2.5um,606001,5.0um,110182,/m3,
,,,,161,2021-07-27 17:48:26,00:00:10,00:00:10,0.5um,9990536,2.5um,612357,5.0um,114420,/m3,
,,,,162,2021-07-27 17:48:36,00:00:10,00:00:10,0.5um,10494830,2.5um,627190,5.0um,95350,/m3,
,,,,163,2021-07-27 17:48:46,00:00:10,00:00:10,0.5um,10348627,2.5um,620833,5.0um,129252,/m3,
,,,,164,2021-07-27 17:48:56,00:00:10,00:00:10,0.5um,9871878,2.5um,682280,5.0um,154678,/m3,
,,,,165,2021-07-27 17:49:06,00:00:10,00:00:10,0.5um,9903661,2.5um,642022,5.0um,131371,/m3,
,,,,166,2021-07-27 17:49:16,00:00:10,00:00:10,0.5um,10090123,2.5um,673805,5.0um,122895,/m3,
,,,,167,2021-07-27 17:49:26,00:00:10,00:00:10,0.5um,10626201,2.5um,705588,5.0um,105944,/m3,
,,,,168,2021-07-27 17:49:36,00:00:10,00:00:10,0.5um,10119788,2.5um,635665,5.0um,122895,/m3,
,,,,169,2021-07-27 17:49:46,00:00:10,00:00:10,0.5um,10391005,2.5um,673805,5.0um,118657,/m3,
,,,,170,2021-07-27 17:49:56,00:00:10,00:00:10,0.5um,10467284,2.5um,667448,5.0um,150441,/m3,
,,,,171,2021-07-27 17:50:06,00:00:10,00:00:10,0.5um,10469403,2.5um,563623,5.0um,99588,/m3,
,,,,172,2021-07-27 17:50:16,00:00:10,00:00:10,0.5um,10757571,2.5um,589050,5.0um,108063,/m3,
,,,,173,2021-07-27 17:50:26,00:00:10,00:00:10,0.5um,10520257,2.5um,629308,5.0um,131371,/m3,
,,,,174,2021-07-27 17:50:36,00:00:10,00:00:10,0.5um,10397361,2.5um,669567,5.0um,72042,/m3,
,,,,175,2021-07-27 17:50:46,00:00:10,00:00:10,0.5um,10556278,2.5um,644141,5.0um,118657,/m3,
,,,,176,2021-07-27 17:50:56,00:00:10,00:00:10,0.5um,10588061,2.5um,646259,5.0um,127133,/m3,
,,,,177,2021-07-27 17:51:06,00:00:10,00:00:10,0.5um,10696124,2.5um,603882,5.0um,112301,/m3,
,,,,178,2021-07-27 17:51:16,00:00:10,00:00:10,0.5um,10742739,2.5um,646259,5.0um,133490,/m3,
,,,,179,2021-07-27 17:51:26,00:00:10,00:00:10,0.5um,10289298,2.5um,612357,5.0um,103825,/m3,
,,,,180,2021-07-27 17:51:36,00:00:10,00:00:10,0.5um,10181235,2.5um,650497,5.0um,122895,/m3,
,,,,181,2021-07-27 17:51:46,00:00:10,00:00:10,0.5um,10346508,2.5um,663211,5.0um,125014,/m3,
,,,,182,2021-07-27 17:51:56,00:00:10,00:00:10,0.5um,10183354,2.5um,612357,5.0um,116539,/m3,
,,,,183,2021-07-27 17:52:06,00:00:10,00:00:10,0.5um,9609137,2.5um,565742,5.0um,105944,/m3,
,,,,184,2021-07-27 17:52:16,00:00:10,00:00:10,0.5um,10399480,2.5um,711945,5.0um,131371,/m3,
,,,,185,2021-07-27 17:52:26,00:00:10,00:00:10,0.5um,10357102,2.5um,627190,5.0um,101706,/m3,
,,,,186,2021-07-27 17:52:36,00:00:10,00:00:10,0.5um,10460928,2.5um,667448,5.0um,133490,/m3,
,,,,187,2021-07-27 17:52:46,00:00:10,00:00:10,0.5um,10219375,2.5um,654735,5.0um,114420,/m3,
,,,,188,2021-07-27 17:52:56,00:00:10,00:00:10,0.5um,10835970,2.5um,648378,5.0um,95350,/m3,
,,,,189,2021-07-27 17:53:06,00:00:10,00:00:10,0.5um,10946152,2.5um,663211,5.0um,110182,/m3,
,,,,190,2021-07-27 17:53:16,00:00:10,00:00:10,0.5um,10234207,2.5um,661092,5.0um,122895,/m3,
,,,,191,2021-07-27 17:53:26,00:00:10,00:00:10,0.5um,10679173,2.5um,733134,5.0um,169511,/m3,
,,,,192,2021-07-27 17:53:36,00:00:10,00:00:10,0.5um,10528732,2.5um,853910,5.0um,173748,/m3,
,,,,193,2021-07-27 17:53:46,00:00:10,00:00:10,0.5um,10450333,2.5um,803057,5.0um,139846,/m3,
,,,,194,2021-07-27 17:53:56,00:00:10,00:00:10,0.5um,10361340,2.5um,807295,5.0um,171630,/m3,
,,,,195,2021-07-27 17:54:06,00:00:10,00:00:10,0.5um,10494830,2.5um,673805,5.0um,118657,/m3,
,,,,196,2021-07-27 17:54:16,00:00:10,00:00:10,0.5um,10109193,2.5um,567861,5.0um,78399,/m3,
,,,,197,2021-07-27 17:54:26,00:00:10,00:00:10,0.5um,10028676,2.5um,688637,5.0um,95350,/m3,
,,,,AVG,,,,,8840423,,591072,,138072,/m3
,,,,MAX,,,,,15614052,,4682733,,1610351,/m3
,,,,MIN,,,,,5208216,,141965,,14832,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
