[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,74,2021-07-28 23:25:47,00:00:10,00:00:10,0.5um,1690869,2.5um,97469,5.0um,4238,/m3,
,,,,75,2021-07-28 23:25:57,00:00:10,00:00:10,0.5um,1476862,2.5um,82636,5.0um,6357,/m3,
,,,,76,2021-07-28 23:26:07,00:00:10,00:00:10,0.5um,1527715,2.5um,91112,5.0um,12713,/m3,
,,,,77,2021-07-28 23:26:17,00:00:10,00:00:10,0.5um,1478981,2.5um,82636,5.0um,0,/m3,
,,,,78,2021-07-28 23:26:27,00:00:10,00:00:10,0.5um,1536191,2.5um,112301,5.0um,10594,/m3,
,,,,79,2021-07-28 23:26:37,00:00:10,00:00:10,0.5um,1648491,2.5um,93231,5.0um,10594,/m3,
,,,,80,2021-07-28 23:26:47,00:00:10,00:00:10,0.5um,1676037,2.5um,114420,5.0um,14832,/m3,
,,,,81,2021-07-28 23:26:57,00:00:10,00:00:10,0.5um,1529834,2.5um,88993,5.0um,16951,/m3,
,,,,82,2021-07-28 23:27:07,00:00:10,00:00:10,0.5um,1445079,2.5um,82636,5.0um,12713,/m3,
,,,,83,2021-07-28 23:27:17,00:00:10,00:00:10,0.5um,1608233,2.5um,99588,5.0um,8476,/m3,
,,,,AVG,,,,,3213453,,589458,,158738,/m3
,,,,MAX,,,,,12334021,,3381738,,1074274,/m3
,,,,MIN,,,,,1286162,,82636,,0,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
