[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,63,2021-07-29 11:52:56,00:00:10,00:00:10,0.5um,2572325,2.5um,737371,5.0um,209769,/m3,
,,,,64,2021-07-29 11:53:06,00:00:10,00:00:10,0.5um,2402814,2.5um,718302,5.0um,205532,/m3,
,,,,65,2021-07-29 11:53:16,00:00:10,00:00:10,0.5um,2233303,2.5um,673805,5.0um,190700,/m3,
,,,,66,2021-07-29 11:53:26,00:00:10,00:00:10,0.5um,2349842,2.5um,514889,5.0um,125014,/m3,
,,,,67,2021-07-29 11:53:36,00:00:10,00:00:10,0.5um,2055317,2.5um,538196,5.0um,154678,/m3,
,,,,68,2021-07-29 11:53:46,00:00:10,00:00:10,0.5um,2271443,2.5um,606001,5.0um,154678,/m3,
,,,,69,2021-07-29 11:53:56,00:00:10,00:00:10,0.5um,2004464,2.5um,591168,5.0um,133490,/m3,
,,,,70,2021-07-29 11:54:06,00:00:10,00:00:10,0.5um,2089219,2.5um,527602,5.0um,137727,/m3,
,,,,71,2021-07-29 11:54:16,00:00:10,00:00:10,0.5um,1991750,2.5um,495819,5.0um,148322,/m3,
,,,,72,2021-07-29 11:54:26,00:00:10,00:00:10,0.5um,1726890,2.5um,387756,5.0um,91112,/m3,
,,,,73,2021-07-29 11:54:36,00:00:10,00:00:10,0.5um,2676150,2.5um,758560,5.0um,252147,/m3,
,,,,74,2021-07-29 11:54:46,00:00:10,00:00:10,0.5um,6973246,2.5um,2237541,5.0um,678043,/m3,
,,,,75,2021-07-29 11:54:56,00:00:10,00:00:10,0.5um,6621511,2.5um,1968443,5.0um,625071,/m3,
,,,,76,2021-07-29 11:55:06,00:00:10,00:00:10,0.5um,6460476,2.5um,2025653,5.0um,608120,/m3,
,,,,77,2021-07-29 11:55:16,00:00:10,00:00:10,0.5um,6536756,2.5um,2023534,5.0um,705588,/m3,
,,,,78,2021-07-29 11:55:26,00:00:10,00:00:10,0.5um,6013391,2.5um,1964205,5.0um,631427,/m3,
,,,,79,2021-07-29 11:55:36,00:00:10,00:00:10,0.5um,5339586,2.5um,1599757,5.0um,442847,/m3,
,,,,80,2021-07-29 11:55:46,00:00:10,00:00:10,0.5um,5312041,2.5um,1646372,5.0um,480987,/m3,
,,,,81,2021-07-29 11:55:56,00:00:10,00:00:10,0.5um,5006922,2.5um,1476862,5.0um,440728,/m3,
,,,,82,2021-07-29 11:56:06,00:00:10,00:00:10,0.5um,4818341,2.5um,1500170,5.0um,389875,/m3,
,,,,83,2021-07-29 11:56:16,00:00:10,00:00:10,0.5um,4097921,2.5um,1190813,5.0um,341140,/m3,
,,,,84,2021-07-29 11:56:26,00:00:10,00:00:10,0.5um,4110634,2.5um,1209882,5.0um,379280,/m3,
,,,,85,2021-07-29 11:56:36,00:00:10,00:00:10,0.5um,3856368,2.5um,1171743,5.0um,353854,/m3,
,,,,86,2021-07-29 11:56:46,00:00:10,00:00:10,0.5um,3536417,2.5um,981043,5.0um,252147,/m3,
,,,,87,2021-07-29 11:56:56,00:00:10,00:00:10,0.5um,3396570,2.5um,997994,5.0um,254266,/m3,
,,,,88,2021-07-29 11:57:06,00:00:10,00:00:10,0.5um,3146542,2.5um,894169,5.0um,256385,/m3,
,,,,89,2021-07-29 11:57:16,00:00:10,00:00:10,0.5um,3127472,2.5um,809413,5.0um,211888,/m3,
,,,,90,2021-07-29 11:57:26,00:00:10,00:00:10,0.5um,2989745,2.5um,832721,5.0um,205532,/m3,
,,,,91,2021-07-29 11:57:36,00:00:10,00:00:10,0.5um,2754549,2.5um,709826,5.0um,175867,/m3,
,,,,92,2021-07-29 11:57:46,00:00:10,00:00:10,0.5um,2801164,2.5um,775511,5.0um,235196,/m3,
,,,,93,2021-07-29 11:57:56,00:00:10,00:00:10,0.5um,2604108,2.5um,671686,5.0um,186462,/m3,
,,,,94,2021-07-29 11:58:06,00:00:10,00:00:10,0.5um,2324415,2.5um,550910,5.0um,135609,/m3,
,,,,95,2021-07-29 11:58:16,00:00:10,00:00:10,0.5um,2322296,2.5um,663211,5.0um,135609,/m3,
,,,,96,2021-07-29 11:58:26,00:00:10,00:00:10,0.5um,2449429,2.5um,652616,5.0um,173748,/m3,
,,,,97,2021-07-29 11:58:36,00:00:10,00:00:10,0.5um,2173974,2.5um,529721,5.0um,148322,/m3,
,,,,98,2021-07-29 11:58:46,00:00:10,00:00:10,0.5um,2095576,2.5um,478868,5.0um,122895,/m3,
,,,,99,2021-07-29 11:58:56,00:00:10,00:00:10,0.5um,1962086,2.5um,502175,5.0um,120776,/m3,
,,,,100,2021-07-29 11:59:06,00:00:10,00:00:10,0.5um,2135835,2.5um,527602,5.0um,122895,/m3,
,,,,101,2021-07-29 11:59:16,00:00:10,00:00:10,0.5um,1881569,2.5um,497938,5.0um,127133,/m3,
,,,,102,2021-07-29 11:59:26,00:00:10,00:00:10,0.5um,1415414,2.5um,413182,5.0um,116539,/m3,
,,,,103,2021-07-29 11:59:36,00:00:10,00:00:10,0.5um,3010933,2.5um,896288,5.0um,264860,/m3,
,,,,104,2021-07-29 11:59:46,00:00:10,00:00:10,0.5um,6568539,2.5um,1943016,5.0um,593287,/m3,
,,,,105,2021-07-29 11:59:56,00:00:10,00:00:10,0.5um,5638349,2.5um,1786219,5.0um,529721,/m3,
,,,,106,2021-07-29 12:00:06,00:00:10,00:00:10,0.5um,5454006,2.5um,1692988,5.0um,517008,/m3,
,,,,107,2021-07-29 12:00:16,00:00:10,00:00:10,0.5um,5782433,2.5um,1669680,5.0um,527602,/m3,
,,,,108,2021-07-29 12:00:26,00:00:10,00:00:10,0.5um,5193383,2.5um,1574330,5.0um,472511,/m3,
,,,,109,2021-07-29 12:00:36,00:00:10,00:00:10,0.5um,4805628,2.5um,1470505,5.0um,487343,/m3,
,,,,110,2021-07-29 12:00:46,00:00:10,00:00:10,0.5um,4625523,2.5um,1464148,5.0um,432252,/m3,
,,,,111,2021-07-29 12:00:56,00:00:10,00:00:10,0.5um,4121228,2.5um,1118770,5.0um,324189,/m3,
,,,,112,2021-07-29 12:01:06,00:00:10,00:00:10,0.5um,3411402,2.5um,858148,5.0um,258504,/m3,
,,,,113,2021-07-29 12:01:16,00:00:10,00:00:10,0.5um,3104164,2.5um,820008,5.0um,230958,/m3,
,,,,114,2021-07-29 12:01:26,00:00:10,00:00:10,0.5um,2625297,2.5um,557266,5.0um,135609,/m3,
,,,,115,2021-07-29 12:01:36,00:00:10,00:00:10,0.5um,2822353,2.5um,658973,5.0um,211888,/m3,
,,,,116,2021-07-29 12:01:46,00:00:10,00:00:10,0.5um,2549017,2.5um,593287,5.0um,150441,/m3,
,,,,117,2021-07-29 12:01:56,00:00:10,00:00:10,0.5um,2618940,2.5um,593287,5.0um,127133,/m3,
,,,,118,2021-07-29 12:02:06,00:00:10,00:00:10,0.5um,2544779,2.5um,548791,5.0um,156797,/m3,
,,,,119,2021-07-29 12:02:16,00:00:10,00:00:10,0.5um,2324415,2.5um,466154,5.0um,116539,/m3,
,,,,120,2021-07-29 12:02:26,00:00:10,00:00:10,0.5um,2443073,2.5um,519126,5.0um,141965,/m3,
,,,,121,2021-07-29 12:02:36,00:00:10,00:00:10,0.5um,2322296,2.5um,487343,5.0um,97469,/m3,
,,,,122,2021-07-29 12:02:46,00:00:10,00:00:10,0.5um,2188807,2.5um,423777,5.0um,116539,/m3,
,,,,123,2021-07-29 12:02:56,00:00:10,00:00:10,0.5um,2137953,2.5um,455560,5.0um,116539,/m3,
,,,,124,2021-07-29 12:03:06,00:00:10,00:00:10,0.5um,2118883,2.5um,423777,5.0um,91112,/m3,
,,,,125,2021-07-29 12:03:16,00:00:10,00:00:10,0.5um,2019296,2.5um,419539,5.0um,108063,/m3,
,,,,126,2021-07-29 12:03:26,00:00:10,00:00:10,0.5um,2042604,2.5um,370805,5.0um,84755,/m3,
,,,,127,2021-07-29 12:03:36,00:00:10,00:00:10,0.5um,2036247,2.5um,358091,5.0um,86874,/m3,
,,,,128,2021-07-29 12:03:46,00:00:10,00:00:10,0.5um,2195163,2.5um,531840,5.0um,146203,/m3,
,,,,129,2021-07-29 12:03:56,00:00:10,00:00:10,0.5um,2239660,2.5um,540315,5.0um,169511,/m3,
,,,,130,2021-07-29 12:04:06,00:00:10,00:00:10,0.5um,2053198,2.5um,457679,5.0um,125014,/m3,
,,,,131,2021-07-29 12:04:16,00:00:10,00:00:10,0.5um,2027771,2.5um,375042,5.0um,74161,/m3,
,,,,132,2021-07-29 12:04:26,00:00:10,00:00:10,0.5um,1866736,2.5um,411063,5.0um,91112,/m3,
,,,,133,2021-07-29 12:04:36,00:00:10,00:00:10,0.5um,3292745,2.5um,906882,5.0um,264860,/m3,
,,,,134,2021-07-29 12:04:46,00:00:10,00:00:10,0.5um,6517686,2.5um,2025653,5.0um,654735,/m3,
,,,,135,2021-07-29 12:04:56,00:00:10,00:00:10,0.5um,4958187,2.5um,1472624,5.0um,444966,/m3,
,,,,136,2021-07-29 12:05:06,00:00:10,00:00:10,0.5um,4672138,2.5um,1440841,5.0um,453441,/m3,
,,,,137,2021-07-29 12:05:16,00:00:10,00:00:10,0.5um,3301220,2.5um,866623,5.0um,245790,/m3,
,,,,138,2021-07-29 12:05:26,00:00:10,00:00:10,0.5um,3585151,2.5um,938665,5.0um,281812,/m3,
,,,,139,2021-07-29 12:05:36,00:00:10,00:00:10,0.5um,3017290,2.5um,745847,5.0um,207651,/m3,
,,,,140,2021-07-29 12:05:46,00:00:10,00:00:10,0.5um,3593626,2.5um,938665,5.0um,322070,/m3,
,,,,141,2021-07-29 12:05:56,00:00:10,00:00:10,0.5um,3131710,2.5um,775511,5.0um,226721,/m3,
,,,,142,2021-07-29 12:06:06,00:00:10,00:00:10,0.5um,2654961,2.5um,637784,5.0um,167392,/m3,
,,,,143,2021-07-29 12:06:16,00:00:10,00:00:10,0.5um,2760905,2.5um,728896,5.0um,171630,/m3,
,,,,144,2021-07-29 12:06:26,00:00:10,00:00:10,0.5um,2710052,2.5um,610238,5.0um,173748,/m3,
,,,,145,2021-07-29 12:06:36,00:00:10,00:00:10,0.5um,2826591,2.5um,711945,5.0um,167392,/m3,
,,,,146,2021-07-29 12:06:46,00:00:10,00:00:10,0.5um,2650723,2.5um,616595,5.0um,201294,/m3,
,,,,147,2021-07-29 12:06:56,00:00:10,00:00:10,0.5um,2621059,2.5um,589050,5.0um,173748,/m3,
,,,,148,2021-07-29 12:07:06,00:00:10,00:00:10,0.5um,2502401,2.5um,675924,5.0um,199175,/m3,
,,,,149,2021-07-29 12:07:16,00:00:10,00:00:10,0.5um,2252373,2.5um,584812,5.0um,175867,/m3,
,,,,150,2021-07-29 12:07:26,00:00:10,00:00:10,0.5um,2275681,2.5um,591168,5.0um,171630,/m3,
,,,,151,2021-07-29 12:07:36,00:00:10,00:00:10,0.5um,2209995,2.5um,559385,5.0um,141965,/m3,
,,,,152,2021-07-29 12:07:46,00:00:10,00:00:10,0.5um,2038366,2.5um,468273,5.0um,146203,/m3,
,,,,153,2021-07-29 12:07:56,00:00:10,00:00:10,0.5um,2000226,2.5um,451322,5.0um,144084,/m3,
,,,,154,2021-07-29 12:08:06,00:00:10,00:00:10,0.5um,1807408,2.5um,436490,5.0um,101706,/m3,
,,,,155,2021-07-29 12:08:16,00:00:10,00:00:10,0.5um,1839191,2.5um,512770,5.0um,150441,/m3,
,,,,156,2021-07-29 12:08:26,00:00:10,00:00:10,0.5um,1722652,2.5um,400469,5.0um,105944,/m3,
,,,,157,2021-07-29 12:08:36,00:00:10,00:00:10,0.5um,1599757,2.5um,406826,5.0um,93231,/m3,
,,,,158,2021-07-29 12:08:46,00:00:10,00:00:10,0.5um,1521358,2.5um,364448,5.0um,114420,/m3,
,,,,159,2021-07-29 12:08:56,00:00:10,00:00:10,0.5um,1870974,2.5um,370805,5.0um,99588,/m3,
,,,,160,2021-07-29 12:09:06,00:00:10,00:00:10,0.5um,1765030,2.5um,339021,5.0um,82636,/m3,
,,,,161,2021-07-29 12:09:16,00:00:10,00:00:10,0.5um,1341253,2.5um,328427,5.0um,84755,/m3,
,,,,162,2021-07-29 12:09:26,00:00:10,00:00:10,0.5um,1428127,2.5um,296644,5.0um,67804,/m3,
,,,,163,2021-07-29 12:09:36,00:00:10,00:00:10,0.5um,1976918,2.5um,504294,5.0um,133490,/m3,
,,,,164,2021-07-29 12:09:46,00:00:10,00:00:10,0.5um,5394677,2.5um,1767149,5.0um,629308,/m3,
,,,,165,2021-07-29 12:09:56,00:00:10,00:00:10,0.5um,5125579,2.5um,1707820,5.0um,574217,/m3,
,,,,166,2021-07-29 12:10:06,00:00:10,00:00:10,0.5um,4964544,2.5um,1593400,5.0um,563623,/m3,
,,,,167,2021-07-29 12:10:16,00:00:10,00:00:10,0.5um,4629760,2.5um,1404820,5.0um,491581,/m3,
,,,,168,2021-07-29 12:10:26,00:00:10,00:00:10,0.5um,4072494,2.5um,1231071,5.0um,377161,/m3,
,,,,169,2021-07-29 12:10:36,00:00:10,00:00:10,0.5um,4006809,2.5um,1209882,5.0um,370805,/m3,
,,,,170,2021-07-29 12:10:46,00:00:10,00:00:10,0.5um,4017403,2.5um,1256498,5.0um,430133,/m3,
,,,,171,2021-07-29 12:10:56,00:00:10,00:00:10,0.5um,3580913,2.5um,989519,5.0um,353854,/m3,
,,,,172,2021-07-29 12:11:06,00:00:10,00:00:10,0.5um,3269437,2.5um,915358,5.0um,279693,/m3,
,,,,173,2021-07-29 12:11:16,00:00:10,00:00:10,0.5um,3305458,2.5um,917477,5.0um,292406,/m3,
,,,,174,2021-07-29 12:11:26,00:00:10,00:00:10,0.5um,3269437,2.5um,993756,5.0um,294525,/m3,
,,,,175,2021-07-29 12:11:36,00:00:10,00:00:10,0.5um,2926178,2.5um,767036,5.0um,214007,/m3,
,,,,176,2021-07-29 12:11:46,00:00:10,00:00:10,0.5um,2830828,2.5um,752204,5.0um,245790,/m3,
,,,,177,2021-07-29 12:11:56,00:00:10,00:00:10,0.5um,2877444,2.5um,754323,5.0um,203413,/m3,
,,,,AVG,,,,,3286005,,941287,,280219,/m3
,,,,MAX,,,,,9395129,,3070262,,896288,/m3
,,,,MIN,,,,,375042,,44497,,10594,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
