[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
5100,ISO,003,1,AVG,2021-06-28 15:30:00,00:01:00,00:01:00,0.5um,4109751,2.5um,36551,5.0um,9359,/m3,
,,,,1,2021-06-28 15:30:00,00:01:00,00:01:00,0.5um,4135001,2.5um,34255,5.0um,9888,/m3,
,,,,2,2021-06-28 15:31:00,00:01:00,00:01:00,0.5um,4084501,2.5um,38846,5.0um,8829,/m3,
,,,,AVG,,,,,4109751,,36551,,9359,/m3
,,,,MAX,,,,,4135001,,38846,,9888,/m3
,,,,MIN,,,,,4084501,,34255,,8829,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
