[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,25,2021-07-27 15:25:25,00:00:10,00:00:10,0.5um,7117330,2.5um,538196,5.0um,129252,/m3,
,,,,26,2021-07-27 15:25:35,00:00:10,00:00:10,0.5um,7180896,2.5um,531840,5.0um,133490,/m3,
,,,,27,2021-07-27 15:25:45,00:00:10,00:00:10,0.5um,6740168,2.5um,466154,5.0um,137727,/m3,
,,,,28,2021-07-27 15:25:55,00:00:10,00:00:10,0.5um,6981721,2.5um,480987,5.0um,114420,/m3,
,,,,29,2021-07-27 15:26:05,00:00:10,00:00:10,0.5um,6958413,2.5um,449203,5.0um,110182,/m3,
,,,,30,2021-07-27 15:26:15,00:00:10,00:00:10,0.5um,7081309,2.5um,533959,5.0um,146203,/m3,
,,,,31,2021-07-27 15:26:25,00:00:10,00:00:10,0.5um,6538874,2.5um,421658,5.0um,110182,/m3,
,,,,32,2021-07-27 15:26:35,00:00:10,00:00:10,0.5um,6653294,2.5um,379280,5.0um,76280,/m3,
,,,,33,2021-07-27 15:26:45,00:00:10,00:00:10,0.5um,6517686,2.5um,349616,5.0um,84755,/m3,
,,,,34,2021-07-27 15:26:55,00:00:10,00:00:10,0.5um,6795259,2.5um,389875,5.0um,76280,/m3,
,,,,35,2021-07-27 15:27:05,00:00:10,00:00:10,0.5um,6668126,2.5um,309357,5.0um,57210,/m3,
,,,,36,2021-07-27 15:27:15,00:00:10,00:00:10,0.5um,6712623,2.5um,381399,5.0um,82636,/m3,
,,,,37,2021-07-27 15:27:25,00:00:10,00:00:10,0.5um,6471070,2.5um,315714,5.0um,67804,/m3,
,,,,38,2021-07-27 15:27:35,00:00:10,00:00:10,0.5um,6750763,2.5um,290287,5.0um,61448,/m3,
,,,,39,2021-07-27 15:27:45,00:00:10,00:00:10,0.5um,6649056,2.5um,311476,5.0um,59329,/m3,
,,,,40,2021-07-27 15:27:55,00:00:10,00:00:10,0.5um,6246469,2.5um,292406,5.0um,59329,/m3,
,,,,41,2021-07-27 15:28:05,00:00:10,00:00:10,0.5um,6443525,2.5um,311476,5.0um,50853,/m3,
,,,,42,2021-07-27 15:28:15,00:00:10,00:00:10,0.5um,6456238,2.5um,294525,5.0um,50853,/m3,
,,,,43,2021-07-27 15:28:25,00:00:10,00:00:10,0.5um,6534637,2.5um,294525,5.0um,57210,/m3,
,,,,44,2021-07-27 15:28:35,00:00:10,00:00:10,0.5um,6697791,2.5um,264860,5.0um,59329,/m3,
,,,,45,2021-07-27 15:28:45,00:00:10,00:00:10,0.5um,6314273,2.5um,292406,5.0um,65685,/m3,
,,,,46,2021-07-27 15:28:55,00:00:10,00:00:10,0.5um,6350294,2.5um,258504,5.0um,42378,/m3,
,,,,47,2021-07-27 15:29:05,00:00:10,00:00:10,0.5um,6471070,2.5um,258504,5.0um,40259,/m3,
,,,,48,2021-07-27 15:29:15,00:00:10,00:00:10,0.5um,6517686,2.5um,275455,5.0um,57210,/m3,
,,,,49,2021-07-27 15:29:25,00:00:10,00:00:10,0.5um,6462595,2.5um,269098,5.0um,50853,/m3,
,,,,50,2021-07-27 15:29:35,00:00:10,00:00:10,0.5um,6288846,2.5um,228839,5.0um,27545,/m3,
,,,,51,2021-07-27 15:29:45,00:00:10,00:00:10,0.5um,6735931,2.5um,292406,5.0um,42378,/m3,
,,,,52,2021-07-27 15:29:55,00:00:10,00:00:10,0.5um,6490140,2.5um,230958,5.0um,44497,/m3,
,,,,53,2021-07-27 15:30:05,00:00:10,00:00:10,0.5um,6646938,2.5um,241553,5.0um,44497,/m3,
,,,,54,2021-07-27 15:30:15,00:00:10,00:00:10,0.5um,6577014,2.5um,279693,5.0um,42378,/m3,
,,,,55,2021-07-27 15:30:25,00:00:10,00:00:10,0.5um,6538874,2.5um,243672,5.0um,46615,/m3,
,,,,56,2021-07-27 15:30:35,00:00:10,00:00:10,0.5um,6562182,2.5um,262742,5.0um,46615,/m3,
,,,,57,2021-07-27 15:30:45,00:00:10,00:00:10,0.5um,6458357,2.5um,237315,5.0um,57210,/m3,
,,,,58,2021-07-27 15:30:55,00:00:10,00:00:10,0.5um,6322748,2.5um,250028,5.0um,36021,/m3,
,,,,59,2021-07-27 15:31:05,00:00:10,00:00:10,0.5um,6329105,2.5um,218245,5.0um,21189,/m3,
,,,,60,2021-07-27 15:31:15,00:00:10,00:00:10,0.5um,6657532,2.5um,239434,5.0um,38140,/m3,
,,,,61,2021-07-27 15:31:25,00:00:10,00:00:10,0.5um,6204091,2.5um,264860,5.0um,44497,/m3,
,,,,AVG,,,,,7028996,,543198,,142729,/m3
,,,,MAX,,,,,10221494,,2095576,,633546,/m3
,,,,MIN,,,,,6204091,,218245,,21189,/m3
,,,,95%UCL,,,,,----,,----,,----,/m3
