[Test data]

Record,Mode,Location,Points,Counts,Date & Time,Sample Time,Interval Time,Ch1 Size, Ch1 Data ,Ch2 Size, Ch2 Data,Ch3 Size,Ch3 Data ,Unit,
,,,,51,2021-06-07 16:51:56,00:01:00,00:01:30,0.5um,3008815,2.5um,12360,5.0um,2119,/m3,
,,,,52,2021-06-07 16:53:26,00:01:00,00:01:30,0.5um,3140892,2.5um,14126,5.0um,1413,/m3,
,,,,53,2021-06-07 16:54:56,00:01:00,00:01:30,0.5um,3167378,2.5um,18717,5.0um,1413,/m3,
,,,,54,2021-06-07 16:56:26,00:01:00,00:01:30,0.5um,3231297,2.5um,21542,5.0um,2472,/m3,
,,,,55,2021-06-07 16:57:56,00:01:00,00:01:30,0.5um,3227413,2.5um,22601,5.0um,1059,/m3,
,,,,56,2021-06-07 16:59:26,00:01:00,00:01:30,0.5um,3257783,2.5um,23661,5.0um,3885,/m3,
,,,,57,2021-06-07 17:00:56,00:01:00,00:01:30,0.5um,3337948,2.5um,23661,5.0um,1766,/m3,
,,,,58,2021-06-07 17:02:26,00:01:00,00:01:30,0.5um,3377853,2.5um,27899,5.0um,3531,/m3,
,,,,59,2021-06-07 17:03:56,00:01:00,00:01:30,0.5um,3474969,2.5um,25780,5.0um,3531,/m3,
,,,,60,2021-06-07 17:05:26,00:01:00,00:01:30,0.5um,3490154,2.5um,26839,5.0um,2825,/m3,
,,,,61,2021-06-07 17:06:56,00:01:00,00:01:30,0.5um,3518053,2.5um,24014,5.0um,2825,/m3,
,,,,62,2021-06-07 17:08:26,00:01:00,00:01:30,0.5um,3453780,2.5um,33549,5.0um,3885,/m3,
,,,,63,2021-06-07 17:09:56,00:01:00,00:01:30,0.5um,3460137,2.5um,29311,5.0um,3178,/m3,
,,,,64,2021-06-07 17:11:26,00:01:00,00:01:30,0.5um,3515228,2.5um,28252,5.0um,3885,/m3,
,,,,65,2021-06-07 17:12:56,00:01:00,00:01:30,0.5um,3498277,2.5um,31430,5.0um,2119,/m3,
,,,,66,2021-06-07 17:14:26,00:01:00,00:01:30,0.5um,3521584,2.5um,26133,5.0um,3531,/m3,
,,,,67,2021-06-07 17:15:56,00:01:00,00:01:30,0.5um,3497570,2.5um,30724,5.0um,4944,/m3,
,,,,68,2021-06-07 17:17:26,00:01:00,00:01:30,0.5um,3438242,2.5um,25780,5.0um,3885,/m3,
,,,,69,2021-06-07 17:18:56,00:01:00,00:01:30,0.5um,3370790,2.5um,22601,5.0um,706,/m3,
,,,,70,2021-06-07 17:20:26,00:01:00,00:01:30,0.5um,3389860,2.5um,19423,5.0um,1413,/m3,
,,,,71,2021-06-07 17:21:56,00:01:00,00:01:30,0.5um,3423056,2.5um,22601,5.0um,1059,/m3,
,,,,72,2021-06-07 17:23:26,00:01:00,00:01:30,0.5um,3516640,2.5um,21895,5.0um,3178,/m3,
,,,,73,2021-06-07 17:24:56,00:01:00,00:01:30,0.5um,3400102,2.5um,28252,5.0um,2825,/m3,
,,,,74,2021-06-07 17:26:26,00:01:00,00:01:30,0.5um,3388448,2.5um,26486,5.0um,2825,/m3,
,,,,75,2021-06-07 17:27:56,00:01:00,00:01:30,0.5um,3421644,2.5um,25780,5.0um,3885,/m3,
,,,,76,2021-06-07 17:29:26,00:01:00,00:01:30,0.5um,3507105,2.5um,22248,5.0um,3885,/m3,
,,,,77,2021-06-07 17:30:56,00:01:00,00:01:30,0.5um,3487329,2.5um,25073,5.0um,1766,/m3,
,,,,78,2021-06-07 17:32:26,00:01:00,00:01:30,0.5um,3528647,2.5um,28252,5.0um,3531,/m3,
,,,,79,2021-06-07 17:33:56,00:01:00,00:01:30,0.5um,3572084,2.5um,22248,5.0um,3885,/m3,
,,,,80,2021-06-07 17:35:26,00:01:00,00:01:30,0.5um,3446011,2.5um,25780,5.0um,2472,/m3,
,,,,81,2021-06-07 17:36:56,00:01:00,00:01:30,0.5um,3539595,2.5um,23661,5.0um,3178,/m3,
,,,,82,2021-06-07 17:38:26,00:01:00,00:01:30,0.5um,3393745,2.5um,20483,5.0um,2825,/m3,
,,,,83,2021-06-07 17:39:56,00:01:00,00:01:30,0.5um,3451661,2.5um,27192,5.0um,3531,/m3,
,,,,84,2021-06-07 17:41:26,00:01:00,00:01:30,0.5um,3489448,2.5um,26486,5.0um,4238,/m3,
,,,,85,2021-06-07 17:42:56,00:01:00,00:01:30,0.5um,3442479,2.5um,19776,5.0um,2119,/m3,
,,,,86,2021-06-07 17:44:26,00:01:00,00:01:30,0.5um,3422703,2.5um,21895,5.0um,2825,/m3,
,,,,87,2021-06-07 17:45:56,00:01:00,00:01:30,0.5um,3340773,2.5um,17304,5.0um,1766,/m3,
,,,,88,2021-06-07 17:47:26,00:01:00,00:01:30,0.5um,3263434,2.5um,15892,5.0um,1766,/m3,
,,,,89,2021-06-07 17:48:56,00:01:00,00:01:30,0.5um,3165612,2.5um,12713,5.0um,0,/m3,
,,,,90,2021-06-07 17:50:26,00:01:00,00:01:30,0.5um,3133829,2.5um,12007,5.0um,706,/m3,
,,,,91,2021-06-07 17:51:56,00:01:00,00:01:30,0.5um,3073087,2.5um,13066,5.0um,1413,/m3,
,,,,92,2021-06-07 17:53:26,00:01:00,00:01:30,0.5um,3040598,2.5um,10594,5.0um,1059,/m3,
,,,,93,2021-06-07 17:54:56,00:01:00,00:01:30,0.5um,2934654,2.5um,9535,5.0um,1413,/m3,
,,,,94,2021-06-07 17:56:26,00:01:00,00:01:30,0.5um,2955842,2.5um,10594,5.0um,706,/m3,
,,,,95,2021-06-07 17:57:56,00:01:00,00:01:30,0.5um,2926531,2.5um,7416,5.0um,353,/m3,
,,,,96,2021-06-07 17:59:26,00:01:00,00:01:30,0.5um,2855196,2.5um,6357,5.0um,706,/m3,
,,,,97,2021-06-07 18:00:56,00:01:00,00:01:30,0.5um,2890157,2.5um,5297,5.0um,706,/m3,
,,,,98,2021-06-07 18:02:26,00:01:00,00:01:30,0.5um,2793748,2.5um,4944,5.0um,353,/m3,
,,,,99,2021-06-07 18:03:56,00:01:00,00:01:30,0.5um,2760905,2.5um,7769,5.0um,0,/m3,
,,,,100,2021-06-07 18:05:26,00:01:00,00:01:30,0.5um,2783153,2.5um,8829,5.0um,0,/m3,
,,,,101,2021-06-07 18:06:56,00:01:00,00:01:30,0.5um,2717468,2.5um,4591,5.0um,0,/m3,
,,,,102,2021-06-07 18:08:26,00:01:00,00:01:30,0.5um,2739716,2.5um,5297,5.0um,353,/m3,
,,,,103,2021-06-07 18:09:56,00:01:00,00:01:30,0.5um,2672618,2.5um,5297,5.0um,706,/m3,
,,,,104,2021-06-07 18:11:26,00:01:00,00:01:30,0.5um,2667674,2.5um,7769,5.0um,0,/m3,
,,,,105,2021-06-07 18:12:56,00:01:00,00:01:30,0.5um,2682860,2.5um,6004,5.0um,0,/m3,
,,,,106,2021-06-07 18:14:26,00:01:00,00:01:30,0.5um,2645426,2.5um,4944,5.0um,0,/m3,
,,,,107,2021-06-07 18:15:56,00:01:00,00:01:30,0.5um,2577975,2.5um,4238,5.0um,353,/m3,
,,,,108,2021-06-07 18:17:26,00:01:00,00:01:30,0.5um,2597045,2.5um,3885,5.0um,353,/m3,
,,,,109,2021-06-07 18:18:56,00:01:00,00:01:30,0.5um,2581153,2.5um,6004,5.0um,0,/m3,
,,,,110,2021-06-07 18:20:26,00:01:00,00:01:30,0.5um,2587510,2.5um,4944,5.0um,0,/m3,
,,,,111,2021-06-07 18:21:56,00:01:00,00:01:30,0.5um,2528534,2.5um,5650,5.0um,353,/m3,
,,,,112,2021-06-07 18:23:26,00:01:00,00:01:30,0.5um,2509464,2.5um,4944,5.0um,1059,/m3,
,,,,113,2021-06-07 18:24:56,00:01:00,00:01:30,0.5um,2546192,2.5um,6004,5.0um,706,/m3,
,,,,114,2021-06-07 18:26:26,00:01:00,00:01:30,0.5um,2504873,2.5um,5650,5.0um,706,/m3,
,,,,115,2021-06-07 18:27:56,00:01:00,00:01:30,0.5um,2543013,2.5um,6004,5.0um,706,/m3,
,,,,116,2021-06-07 18:29:26,00:01:00,00:01:30,0.5um,2513349,2.5um,9535,5.0um,353,/m3,
,,,,117,2021-06-07 18:30:56,00:01:00,00:01:30,0.5um,2563496,2.5um,8829,5.0um,353,/m3,
,,,,118,2021-06-07 18:32:26,00:01:00,00:01:30,0.5um,2634832,2.5um,11654,5.0um,706,/m3,
,,,,119,2021-06-07 18:33:56,00:01:00,00:01:30,0.5um,2672618,2.5um,12360,5.0um,1766,/m3,
,,,,120,2021-06-07 18:35:26,00:01:00,00:01:30,0.5um,2686038,2.5um,15892,5.0um,1766,/m3,
,,,,121,2021-06-07 18:36:56,00:01:00,00:01:30,0.5um,2682860,2.5um,13420,5.0um,706,/m3,
,,,,122,2021-06-07 18:38:26,00:01:00,00:01:30,0.5um,2700870,2.5um,13773,5.0um,1413,/m3,
,,,,123,2021-06-07 18:39:56,00:01:00,00:01:30,0.5um,2739716,2.5um,19776,5.0um,2119,/m3,
,,,,124,2021-06-07 18:41:26,00:01:00,00:01:30,0.5um,2700870,2.5um,18717,5.0um,2472,/m3,
,,,,125,2021-06-07 18:42:56,00:01:00,00:01:30,0.5um,2745014,2.5um,14832,5.0um,706,/m3,
,,,,126,2021-06-07 18:44:26,00:01:00,00:01:30,0.5um,2751370,2.5um,17304,5.0um,2472,/m3,
,,,,127,2021-06-07 18:45:56,00:01:00,00:01:30,0.5um,2872147,2.5um,20129,5.0um,4238,/m3,
,,,,128,2021-06-07 18:47:26,00:01:00,00:01:30,0.5um,2832594,2.5um,22601,5.0um,1059,/m3,
,,,,129,2021-06-07 18:48:56,00:01:00,00:01:30,0.5um,2791982,2.5um,21895,5.0um,1413,/m3,
,,,,130,2021-06-07 18:50:26,00:01:00,00:01:30,0.5um,2770440,2.5um,18364,5.0um,1766,/m3,
,,,,131,2021-06-07 18:51:56,00:01:00,00:01:30,0.5um,2793748,2.5um,21895,5.0um,1766,/m3,
,,,,132,2021-06-07 18:53:26,00:01:00,00:01:30,0.5um,2822000,2.5um,23308,5.0um,1766,/m3,
,,,,133,2021-06-07 18:54:56,00:01:00,00:01:30,0.5um,2865437,2.5um,17304,5.0um,1413,/m3,
,,,,134,2021-06-07 18:56:26,00:01:00,00:01:30,0.5um,2859786,2.5um,19070,5.0um,3178,/m3,
,,,,135,2021-06-07 18:57:56,00:01:00,00:01:30,0.5um,2829063,2.5um,19423,5.0um,2119,/m3,
,,,,136,2021-06-07 18:59:26,00:01:00,00:01:30,0.5um,2958314,2.5um,21189,5.0um,1059,/m3,
,,,,137,2021-06-07 19:00:56,00:01:00,00:01:30,0.5um,2957608,2.5um,15892,5.0um,2119,/m3,
,,,,138,2021-06-07 19:02:26,00:01:00,00:01:30,0.5um,2920881,2.5um,19423,5.0um,2119,/m3,
,,,,139,2021-06-07 19:03:56,00:01:00,00:01:30,0.5um,2938538,2.5um,19070,5.0um,1766,/m3,
,,,,140,2021-06-07 19:05:26,00:01:00,00:01:30,0.5um,2954783,2.5um,19423,5.0um,1766,/m3,
,,,,141,2021-06-07 19:06:56,00:01:00,00:01:30,0.5um,2992217,2.5um,20836,5.0um,2119,/m3,
,,,,142,2021-06-07 19:08:26,00:01:00,00:01:30,0.5um,3001398,2.5um,24367,5.0um,2119,/m3,
,,,,143,2021-06-07 19:09:56,00:01:00,00:01:30,0.5um,3029650,2.5um,24720,5.0um,1766,/m3,
,,,,144,2021-06-07 19:11:26,00:01:00,00:01:30,0.5um,3094629,2.5um,16245,5.0um,1413,/m3,
,,,,145,2021-06-07 19:12:56,00:01:00,00:01:30,0.5um,3025766,2.5um,18717,5.0um,1766,/m3,
,,,,146,2021-06-07 19:14:26,00:01:00,00:01:30,0.5um,3174087,2.5um,18364,5.0um,1766,/m3,
,,,,147,2021-06-07 19:15:56,00:01:00,00:01:30,0.5um,3098161,2.5um,14126,5.0um,1766,/m3,
,,,,148,2021-06-07 19:17:26,00:01:00,00:01:30,0.5um,3082622,2.5um,18364,5.0um,1059,/m3,
,,,,149,2021-06-07 19:18:56,00:01:00,00:01:30,0.5um,3086507,2.5um,14479,5.0um,706,/m3,
,,,,150,2021-06-07 19:20:26,00:01:00,00:01:30,0.5um,3130650,2.5um,16598,5.0um,353,/m3,
,,,,151,2021-06-07 19:21:56,00:01:00,00:01:30,0.5um,3102399,2.5um,17304,5.0um,1766,/m3,
